5	7.89165496826e-05	0.000272035598755	0.000174999237061
6	0.000173091888428	0.000427961349487	0.000287055969238
7	0.000481843948364	0.000670194625854	0.000473976135254
8	0.00140190124512	0.000985145568848	0.00067400932312
9	0.00422620773315	0.00139689445496	0.000959157943726
10	0.0126881599426	0.00190401077271	0.00129199028015
11	0.0381278991699	0.00251483917236	0.00169897079468
12	0.114784955978	0.00320911407471	0.00216794013977
13	0.339521884918	0.00415205955505	0.00277805328369
14	1.01544189453	0.0050060749054	0.00337505340576
15	3.06658983231	0.00611400604248	0.00417613983154
16	9.24111104012	0.00739812850952	0.00499105453491
17	27.3030230999	0.00906491279602	0.00595593452454
18	80.5440220833	0.0104269981384	0.00685906410217
19	237.121199131	0.0121850967407	0.00822401046753
20	723.334964991	0.0144529342651	0.00971484184265
